SL NO |DIST|PROJ|CIRC|CENTREID|CENTRE CODE|CENTRE|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
71|Bangalore|Bangalore central |Netaji 2nd Circle||AN001761|VEERANJENEYA SEVA SANGHA 1|1|0|1|0|0|1|1|1|1|1|0|1|0|0|0|0|0|1|1|1|0|0|0|1|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0
72|Bangalore|Bangalore central |Netaji 2nd Circle||AN001628|AMBEDKAR SEVA SANGA 1|0|1|1|1|0|0|1|0|0|0|0|1|1|1|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0
73|Bangalore|Bangalore central |Netaji 2nd Circle||AN001634|AMBEDKAR SEVA SANGA 2|1|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0
74|Bangalore|Bangalore central |Netaji 2nd Circle||AN002880|AYAPPASEVASANGA 1|1|0|1|0|0|0|1|0|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0
75|Bangalore|Bangalore central |Netaji 2nd Circle|34100||AYAPPA SEVA SANGA 2|0|1|0|0|0|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|0|0|0|0|1|1|1|1|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0
76|Bangalore|Bangalore central |Netaji 2nd Circle||AN001609|WALMIKINAGAR 5|0|0|0|1|0|1|1|1|1|1|1|0|0|0|0|0|0|1|1|1|0|0|0|0|1|1|1|1|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0
77|Bangalore|Bangalore central |Netaji 2nd Circle||AN00712|NANJAMB AGRAHARA|1|0|0|0|0|0|1|0|1|1|1|1|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0
78|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN00549|NAYANDANA HALLI 1|1|0|1|1|0|1|1|1|1|1|1|1|0|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
79|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle|30458||ARFATHNAGAR|1|0|0|0|0|1|1|1|1|1|0|1|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
80|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle|33976||NAYANDANA HALLI 2|1|0|1|0|0|0|1|1|1|1|0|1|0|0|1|0|0|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0
81|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle|30427||SANJAYNAGAR 1|1|0|1|1|0|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0
82|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle|30432||SANJAYNAGAR 2|1|0|1|1|0|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0
83|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN001697|F R NAGARA 2|1|0|0|0|0|0|0|1|1|1|0|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|1|0|1|1|1|1|1|1|1|1|1|0|0
84|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN001687|F R NAGARA 1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
85|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN002689|KASTURIBANAGAR 1|1|0|1|1|1|1|1|1|1|1|0|1|0|0|1|0|0|1|1|1|0|0|0|0|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0
86|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN001536|KASTURIBANAGAR 2|1|0|0|0|0|1|1|1|1|1|0|1|0|0|1|0|0|1|1|1|0|0|0|0|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
87|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN002692|CHANDRALAYOUT|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
88|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN00495|ARUNDATHI NAGAR|NA|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|1|0|1|1|1|1|1|1|1|1|1|0|0|0
89|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN001246|JYOTHI NAGAR|1|0|0|0|0|1|1|1|1|1|0|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
90|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle|31417||SHAMMANNA GARDEN|1|0|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|0|0
91|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle|30627||ANANTHNAGAR|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
92|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle|31092||PANTHARPALYA 2|1|0|1|1|0|1|1|1|1|1|0|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0
93|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle|31087||PANTHARPALYA 1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
94|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle|31404||ROSHAN NAGAR|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
95|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN00401|BYATARYANPURA 2|1|0|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0
96|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN002687|BAPUJINAGAR|1|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
97|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN00461|BAPUJINAGAR 17 TH CROSS 5 TH MAIN|1|0|1|1|0|1|1|1|1|1|0|1|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0
98|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN00709|BAPUJINAGAR 3|1|0|0|0|0|1|1|1|1|1|0|1|0|0|1|0|0|1|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
99|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN001591|GANGONDAHANAHALLI 1|1|0|0|0|0|1|1|1|1|1|0|1|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0
100|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AK00494|G G HALLI|1|0|0|0|0|0|1|0|1|1|0|1|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
101|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN00639|MARUTHINAGARA|1|0|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0
102|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle|30635||VENKATESHVARANAGAR|1|0|0|0|0|1|1|1|1|1|0|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
103|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||AN002690|BYATARAYANPUR 1|1|0|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|0|0
104|Bangalore|Bangalore central |Sir M Vishweshwariah 1st Circle||NO CODE|MCT QUATRESS|1|0|0|0|0|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|0|0|0|0|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
105|Bangalore|Bangalore central |Triveni 5th Circle||AN001331|PARIMALLANAGAR|1|0|0|0|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|0|1|1|1|1|1|1|1|1|0|0
106|Bangalore|Bangalore central |Triveni 5th Circle||AN001336|KANTEERAVA NAGAR 5TH|1|0|0|0|1|0|0|0|1|1|0|0|1|1|1|0|0|1|1|1|0|0|0|0|1|1|1|1|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0
107|Bangalore|Bangalore central |Triveni 5th Circle||AN001349|KANTEERAVA NAGAR 2ND|1|0|0|0|0|1|1|1|1|1|1|0|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
108|Bangalore|Bangalore central |Triveni 5th Circle||AN001567|KANTEERAVA NAGAR 1|1|0|0|0|1|1|1|0|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
109|Bangalore|Bangalore central |Triveni 5th Circle||AN001339|KANTEERAVA NAGAR 4TH|1|0|0|0|1|0|0|0|1|1|0|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
110|Bangalore|Bangalore central |Triveni 5th Circle||AN001345|KANTEERAVA NAGAR 3RD|1|0|0|0|0|1|1|1|1|1|1|0|1|1|0|0|0|0|1|1|0|1|1|0|1|1|1|1|1|1|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
111|Bangalore|Bangalore central |Triveni 5th Circle||AN001360|KAMALA NAGAR 3|1|0|1|1|1|0|0|1|1|1|0|1|1|1|1|0|1|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
112|Bangalore|Bangalore central |Triveni 5th Circle||AN001353|KAMALANAGAR 2|1|0|0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|1|1|1|0|0|1|1|1|1|1|0|1|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
113|Bangalore|Bangalore central |Triveni 5th Circle||AN002834|KAMALANAGAR 1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
114|Bangalore|Bangalore central |Triveni 5th Circle||AN001632|KADAPASWAMI MATTA|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0
115|Bangalore|Bangalore central |Triveni 5th Circle||AN001694|PRIYADARSHINI|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0
116|Bangalore|Bangalore central |Triveni 5th Circle||AN00531|MARIYAPPANA PALYA|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
117|Bangalore|Bangalore central |Triveni 5th Circle||AN00537|MARIYAPPANAPALYA (KADAPASWAMI) 1|1|0|0|0|1|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|0|1|0|0|0|0|0|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0
118|Bangalore|Bangalore central |Triveni 5th Circle|31126||JC NAGAR 1|1|0|1|1|1|1|1|1|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0
119|Bangalore|Bangalore central |Triveni 5th Circle|31157||J C NAGAR 2|1|0|0|0|1|0|0|0|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0
120|Bangalore|Bangalore central |Triveni 5th Circle||NO CODE |JC NAGAR 2ND|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|0|1|1|1|1|1|1|0|0
121|Bangalore|Bangalore central |Triveni 5th Circle|31161||JC NAGAR 3|1|0|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0
122|Bangalore|Bangalore central |Triveni 5th Circle|34147||JC NAGAR 4|1|0|1|1|1|0|0|0|1|1|1|0|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0
123|Bangalore|Bangalore central |Triveni 5th Circle|31133||CHOLURU PALYA|NA|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|1|1|0|0|0|1|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
124|Bangalore|Bangalore central |Triveni 5th Circle||AN001273|ASHVATHNAGAR|1|0|0|0|1|0|0|0|1|1|0|1|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
125|Bangalore|Bangalore central |Triveni 5th Circle||AN001276|KESHAVANAGAR|1|0|1|1|1|0|0|0|1|1|0|1|1|1|1|0|0|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0
126|Bangalore|Bangalore central |Triveni 5th Circle|31145||KAVERI NAGAR|1|0|1|1|0|1|1|1|1|1|1|1|0|0|0|0|0|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0
127|Bangalore|Bangalore central |Triveni 5th Circle|31483||NETAJINAGAR 2|1|0|0|0|1|0|1|1|0|0|1|1|1|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
128|Bangalore|Bangalore central |Triveni 5th Circle|31478||NETAJINAGAR 1|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0
129|Bangalore|Bangalore central |Triveni 5th Circle|31477||NAGAMMANAGAR|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0
130|Bangalore|Bangalore central |Triveni 5th Circle|31171||GELLEYARA BALLAGA|1|0|0|0|1|0|0|0|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|0|0
131|Bangalore|Bangalore central |Triveni 5th Circle|34037||GOVARDHAN|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0
132|Bangalore|Bangalore central |Triveni 5th Circle|31145||KAVERINAGAR|1|0|0|0|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|0|1|1|1|1|1|1|1|1|0|0
133|Bangalore|Bangalore central |Triveni 5th Circle||AN003105|BASAVESHVARANAGAR|1|0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|1|0|1|1|1|1|1|1|1|1|0|0
134|Bangalore|Bangalore central |Triveni 5th Circle||NO CODE |BASAVESHVARANAGAR|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|1|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|0|1|1|1|0|0|1|1|1|1|1|0|0
135|Bangalore|Bangalore central |Triveni 5th Circle||AN003107|KURUBARAHALLI|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0
136|Bangalore|Bangalore central |Triveni 5th Circle||NO CODE |KURUBARAHALLI|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0
137|Bangalore |Bangalore central |Kithuru Rani Channamma 3rd Circle||AN001548|CHALYAVADI PALYA 1|1|0|1|1|0|0|0|0|0|0|0|1|0|0|0|1|0|1|1|1|0|0|0|0|0|0|1|1|0|1|1|0|0|1|0|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0
138|Bangalore |Bangalore central |Kithuru Rani Channamma 3rd Circle||AN001545|CHELUVADI PALYA 2 CENTER|1|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0
139|Bangalore |Bangalore central |Kithuru Rani Channamma 3rd Circle||AN001564|VELUMURUGA PURA|1|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|1|0|0|0|0|0|0|1|1|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0
140|Bangalore |Bangalore central |Kithuru Rani Channamma 3rd Circle|34047||ANANDA PURA 1|1|0|1|1|0|1|1|1|1|0|1|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0
141|Bangalore |Bangalore central |Kithuru Rani Channamma 3rd Circle|31449||ANANDA PURA 2|1|0|1|1|0|1|1|1|1|0|1|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|0
142|Bangalore |Bangalore central |Kithuru Rani Channamma 3rd Circle|31452||ANANDA PURA 3|1|0|1|1|0|1|1|1|1|0|1|1|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|1|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0
143|Bangalore |Bangalore central |Kithuru Rani Channamma 3rd Circle|31456||ANANDA PURA 4|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|0
