"Sl.No"|"Data entry operator "|"Cross Check D/O"|"Starting time of the visit"|"Ending time of the visit"|"Year of establishment of the anganwadi centre"|"date"|"District"|"Project"|"Circle"|"KLP ID"|"code"|"Ang Name"|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60||62|63|64|65|66|67|68|69|70
313|"MUNIRATHNA"|"MOHSINA"|"12:45:00"|"01:30:00"|2006||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KODIHALLI"|31361||"NANJAREDDI COLONY"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
314|"MUNIRATHNA"|"MOHSINA"|"11:30:00"|"12:30:00"|1998||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KODIHALLI"|30675||"NELLUPURAM 2"|"NO"|"YES"|"YES"|"NO"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
315|"MUNIRATHNA"|"MOHSINA"|"09:30:00"|"11:30:00"|1997||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KODIHALLI"|34027||"NELLURPURAM 1"|"NO"|"YES"|"YES"|"NO"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
316|"MUNIRATHNA"|"MOHSINA"|"12:45:00"|"01:30:00"|1997||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KODIHALLI"|30670||"NELLURPURAM 3"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
317|"MUNIRATHNA"|"MOHSINA"|"11:30:00"|"01:30:00"|1998||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KODIHALLI"|30636||"REDDY PALYA"|"NO"|"YES"|"YES"|"NO"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
318|"MUNIRATHNA"|"MOHSINA"|"01:50:00"|"02:30:00"|1997||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KODIHALLI"|30657||"SHREERAMANAGARI"|"NO"|"YES"|"YES"|"no"|"YES"|"no"|"no"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"no"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
319|"MUNIRATHNA"|"MOHSINA"|"01:00:00"|"02:30:00"|1996||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KODIHALLI"|30648||"SUDHAGUNTTAPALYA"|"NO"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
320|"MUNIRATHNA"|"MOHSINA"|"11:30:00"|"12:30:00"|1986||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KODIHALLI"|30646||"SUDHAMANAGAR 1"|"NO"|"YES"|"YES"|"NO"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
321|"MUNIRATHNA"|"MOHSINA"|"09:30:00"|"11:30:00"|1987||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KODIHALLI"|30640||"SUDHAMANAGAR 2"|"NO"|"YES"|"YES"|"NO"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"u"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
322|"MUNIRATHNA"|"MOHSINA"|"01:00:00"|"02:30:00"|1996||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KODIHALLI"|34134||"SULTHAN PALYA"|"NO"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
323|"MUNIRATHNA"|"MOHSINA"|"10:00:00"|"11:00:00"|1998||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|30373||"AMBED NAGAR"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
324|"MUNIRATHNA"|"MOHSINA"|"10:00:00"|"11:00:00"|1997||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|30396||"AUDUGODI  1 ST"|"YES"|"YES"|"YES"|"NO"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
325|"MUNIRATHNA"|"MOHSINA"|"11:30:00"|"12:00:00"|1997||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|30415||"AUDUGODI  2"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
326|"MUNIRATHNA"|"MOHSINA"|"12:30:00"|"01:30:00"|1997||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|30416||"AUDUGODI  3"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
327|"MUNIRATHNA"|"MOHSINA"|"12:30:00"|"01:30:00"|2006||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|31159||"CHAMUNDINAGAR"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
328|"MUNIRATHNA"|"MOHSINA"|"02:00:00"|"03:00:00"|"NILL"||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|31482||"CHIKKA LAKSHMI LAYOUT"|"NO"|"YES"|"YES"|"NO"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
329|"MUNIRATHNA"|"MOHSINA"|"02:15:00"|"03:00:00"|2008||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|34018||"EWS QUARTERS"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
330|"MUNIRATHNA"|"MOHSINA"|"11:30:00"|"12:15:00"|"NILL"||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|30532||"HOSAKERIHALLI"|"NO"|"YES"|"YES"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
331|"MUNIRATHNA"|"MOHSINA"|"10:00:00"|"11:00:00"|2003||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|30629||"KORMANGALA"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
332|"MUNIRATHNA"|"MOHSINA"|"11:30:00"|"12:00:00"|2000||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|30588||"L R NAGAR 10TH CROSS"|"YES"|"YES"|"YES"|"NO"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
333|"MUNIRATHNA"|"MOHSINA"|"12:30:00"|"01:00:00"|2000||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|30639||"L.R NAGAR 2"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
334|"MUNIRATHNA"|"MOHSINA"|"12:30:00"|"01:30:00"|"NILL"||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|31058||"RAJENDRA NAGAR"|"NO"|"YES"|"YES"|"NO"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
335|"MUNIRATHNA"|"MOHSINA"|"10:00:00"|"11:00:00"|1995||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|31059||"RAJENDRA NAGAR 1"|"YES"|"NO"|"YES"|"NO"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
336|"MUNIRATHNA"|"MOHSINA"|"11:45:00"|"12:00:00"|1996||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|31055||"RAJENDRA NAGAR2"|"YES"|"YES"|"YES"|"NO"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
337|"MUNIRATHNA"|"MOHSINA"|"02:00:00"|"02:45:00"|1998||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|34019||"RAJENDRANAGARA 4"|"YES"|"YES"|"YES"|"NO"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
338|"MUNIRATHNA"|"MOHSINA"|"01:15:00"|"02:00:00"|1996||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|30593||"SHASTRI NAGAR"|"YES"|"YES"|"YES"|"NO"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
339|"MUNIRATHNA"|"MOHSINA"|"02:00:00"|"03:00:00"|2007||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"KORAMANGALA"|33454||"VEERA BADRANAGARA"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
340|"MUNIRATHNA"|"MOHSINA"|"12:10:00"|"01:30:00"|2001||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"MURPHY TOWN"|34010||"AMBEDKARANAGAR"|"YES"|"NO"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
341|"MUNIRATHNA"|"MOHSINA"|"09:30:00"|"11:30:00"|2001||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"MURPHY TOWN"|33796||"APVAREDDI PALYA"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
342|"MUNIRATHNA"|"MOHSINA"|"09:30:00"|"11:30:00"|2001||" BANGALORE"|"SUMANGALI SEVA ASHRAMA"|"MURPHY TOWN"|34031||"DESI NAGAR"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"NO"|"NO"|"NO"|"YES"|"YES"|"NO"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"NO"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"|"YES"
